Student ID,Name,Email,Start Day,Start Time,End Time,Format,Deadline (for exam tool),No Watermark (for exam tool),Proctoring link (if remote),Accommodations,Notes
1000044,Test Student 0044,cs161-staff+devnull0044@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000045,Test Student 0045,cs161-staff+devnull0045@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000046,Test Student 0046,cs161-staff+devnull0046@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000047,Test Student 0047,cs161-staff+devnull0047@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000048,Test Student 0048,cs161-staff+devnull0048@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000049,Test Student 0049,cs161-staff+devnull0049@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000050,Test Student 0050,cs161-staff+devnull0050@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000051,Test Student 0051,cs161-staff+devnull0051@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000052,Test Student 0052,cs161-staff+devnull0052@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000053,Test Student 0053,cs161-staff+devnull0053@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000054,Test Student 0054,cs161-staff+devnull0054@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000055,Test Student 0055,cs161-staff+devnull0055@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000056,Test Student 0056,cs161-staff+devnull0056@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000057,Test Student 0057,cs161-staff+devnull0057@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000058,Test Student 0058,cs161-staff+devnull0058@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000059,Test Student 0059,cs161-staff+devnull0059@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000060,Test Student 0060,cs161-staff+devnull0060@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000061,Test Student 0061,cs161-staff+devnull0061@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000062,Test Student 0062,cs161-staff+devnull0062@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000063,Test Student 0063,cs161-staff+devnull0063@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000064,Test Student 0064,cs161-staff+devnull0064@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000065,Test Student 0065,cs161-staff+devnull0065@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000066,Test Student 0066,cs161-staff+devnull0066@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000067,Test Student 0067,cs161-staff+devnull0067@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000068,Test Student 0068,cs161-staff+devnull0068@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000069,Test Student 0069,cs161-staff+devnull0069@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000070,Test Student 0070,cs161-staff+devnull0070@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000071,Test Student 0071,cs161-staff+devnull0071@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000072,Test Student 0072,cs161-staff+devnull0072@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000073,Test Student 0073,cs161-staff+devnull0073@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000074,Test Student 0074,cs161-staff+devnull0074@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000075,Test Student 0075,cs161-staff+devnull0075@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000076,Test Student 0076,cs161-staff+devnull0076@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000077,Test Student 0077,cs161-staff+devnull0077@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000078,Test Student 0078,cs161-staff+devnull0078@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000079,Test Student 0079,cs161-staff+devnull0079@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000080,Test Student 0080,cs161-staff+devnull0080@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000081,Test Student 0081,cs161-staff+devnull0081@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000082,Test Student 0082,cs161-staff+devnull0082@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000083,Test Student 0083,cs161-staff+devnull0083@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000084,Test Student 0084,cs161-staff+devnull0084@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000085,Test Student 0085,cs161-staff+devnull0085@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000086,Test Student 0086,cs161-staff+devnull0086@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000087,Test Student 0087,cs161-staff+devnull0087@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000088,Test Student 0088,cs161-staff+devnull0088@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000089,Test Student 0089,cs161-staff+devnull0089@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000090,Test Student 0090,cs161-staff+devnull0090@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000091,Test Student 0091,cs161-staff+devnull0091@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000092,Test Student 0092,cs161-staff+devnull0092@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000093,Test Student 0093,cs161-staff+devnull0093@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000094,Test Student 0094,cs161-staff+devnull0094@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000095,Test Student 0095,cs161-staff+devnull0095@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000096,Test Student 0096,cs161-staff+devnull0096@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000097,Test Student 0097,cs161-staff+devnull0097@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000098,Test Student 0098,cs161-staff+devnull0098@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000099,Test Student 0099,cs161-staff+devnull0099@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000100,Test Student 0100,cs161-staff+devnull0100@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000101,Test Student 0101,cs161-staff+devnull0101@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000102,Test Student 0102,cs161-staff+devnull0102@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000103,Test Student 0103,cs161-staff+devnull0103@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000104,Test Student 0104,cs161-staff+devnull0104@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000105,Test Student 0105,cs161-staff+devnull0105@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000106,Test Student 0106,cs161-staff+devnull0106@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000107,Test Student 0107,cs161-staff+devnull0107@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000108,Test Student 0108,cs161-staff+devnull0108@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000109,Test Student 0109,cs161-staff+devnull0109@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000110,Test Student 0110,cs161-staff+devnull0110@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000111,Test Student 0111,cs161-staff+devnull0111@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000112,Test Student 0112,cs161-staff+devnull0112@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000113,Test Student 0113,cs161-staff+devnull0113@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000114,Test Student 0114,cs161-staff+devnull0114@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000115,Test Student 0115,cs161-staff+devnull0115@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000116,Test Student 0116,cs161-staff+devnull0116@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000117,Test Student 0117,cs161-staff+devnull0117@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000118,Test Student 0118,cs161-staff+devnull0118@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000119,Test Student 0119,cs161-staff+devnull0119@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000120,Test Student 0120,cs161-staff+devnull0120@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000121,Test Student 0121,cs161-staff+devnull0121@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000122,Test Student 0122,cs161-staff+devnull0122@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000123,Test Student 0123,cs161-staff+devnull0123@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000124,Test Student 0124,cs161-staff+devnull0124@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000125,Test Student 0125,cs161-staff+devnull0125@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000126,Test Student 0126,cs161-staff+devnull0126@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000127,Test Student 0127,cs161-staff+devnull0127@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000128,Test Student 0128,cs161-staff+devnull0128@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000129,Test Student 0129,cs161-staff+devnull0129@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000130,Test Student 0130,cs161-staff+devnull0130@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000131,Test Student 0131,cs161-staff+devnull0131@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000132,Test Student 0132,cs161-staff+devnull0132@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000133,Test Student 0133,cs161-staff+devnull0133@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000134,Test Student 0134,cs161-staff+devnull0134@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000135,Test Student 0135,cs161-staff+devnull0135@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000136,Test Student 0136,cs161-staff+devnull0136@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000137,Test Student 0137,cs161-staff+devnull0137@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000138,Test Student 0138,cs161-staff+devnull0138@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000139,Test Student 0139,cs161-staff+devnull0139@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000140,Test Student 0140,cs161-staff+devnull0140@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000141,Test Student 0141,cs161-staff+devnull0141@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000142,Test Student 0142,cs161-staff+devnull0142@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000143,Test Student 0143,cs161-staff+devnull0143@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000144,Test Student 0144,cs161-staff+devnull0144@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000145,Test Student 0145,cs161-staff+devnull0145@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000146,Test Student 0146,cs161-staff+devnull0146@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000147,Test Student 0147,cs161-staff+devnull0147@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000148,Test Student 0148,cs161-staff+devnull0148@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000149,Test Student 0149,cs161-staff+devnull0149@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000150,Test Student 0150,cs161-staff+devnull0150@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000151,Test Student 0151,cs161-staff+devnull0151@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000152,Test Student 0152,cs161-staff+devnull0152@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000153,Test Student 0153,cs161-staff+devnull0153@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000154,Test Student 0154,cs161-staff+devnull0154@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000155,Test Student 0155,cs161-staff+devnull0155@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000156,Test Student 0156,cs161-staff+devnull0156@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000157,Test Student 0157,cs161-staff+devnull0157@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000158,Test Student 0158,cs161-staff+devnull0158@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000159,Test Student 0159,cs161-staff+devnull0159@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000160,Test Student 0160,cs161-staff+devnull0160@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000161,Test Student 0161,cs161-staff+devnull0161@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000162,Test Student 0162,cs161-staff+devnull0162@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000163,Test Student 0163,cs161-staff+devnull0163@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000164,Test Student 0164,cs161-staff+devnull0164@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000165,Test Student 0165,cs161-staff+devnull0165@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000166,Test Student 0166,cs161-staff+devnull0166@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000167,Test Student 0167,cs161-staff+devnull0167@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000168,Test Student 0168,cs161-staff+devnull0168@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000169,Test Student 0169,cs161-staff+devnull0169@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000170,Test Student 0170,cs161-staff+devnull0170@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000171,Test Student 0171,cs161-staff+devnull0171@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000172,Test Student 0172,cs161-staff+devnull0172@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000173,Test Student 0173,cs161-staff+devnull0173@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000174,Test Student 0174,cs161-staff+devnull0174@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000175,Test Student 0175,cs161-staff+devnull0175@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000176,Test Student 0176,cs161-staff+devnull0176@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000177,Test Student 0177,cs161-staff+devnull0177@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000178,Test Student 0178,cs161-staff+devnull0178@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000179,Test Student 0179,cs161-staff+devnull0179@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000180,Test Student 0180,cs161-staff+devnull0180@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000181,Test Student 0181,cs161-staff+devnull0181@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000182,Test Student 0182,cs161-staff+devnull0182@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000183,Test Student 0183,cs161-staff+devnull0183@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000184,Test Student 0184,cs161-staff+devnull0184@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000185,Test Student 0185,cs161-staff+devnull0185@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000186,Test Student 0186,cs161-staff+devnull0186@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000187,Test Student 0187,cs161-staff+devnull0187@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000188,Test Student 0188,cs161-staff+devnull0188@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000189,Test Student 0189,cs161-staff+devnull0189@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000190,Test Student 0190,cs161-staff+devnull0190@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000191,Test Student 0191,cs161-staff+devnull0191@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000192,Test Student 0192,cs161-staff+devnull0192@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000193,Test Student 0193,cs161-staff+devnull0193@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000194,Test Student 0194,cs161-staff+devnull0194@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000195,Test Student 0195,cs161-staff+devnull0195@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000196,Test Student 0196,cs161-staff+devnull0196@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000197,Test Student 0197,cs161-staff+devnull0197@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000198,Test Student 0198,cs161-staff+devnull0198@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000199,Test Student 0199,cs161-staff+devnull0199@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000200,Test Student 0200,cs161-staff+devnull0200@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
